MonitoringStation,Group,MonitoringLocation,Parameter,Unit,UnitId,Date,Value,SourceColumn,DatasetName,DatasetID,Sheet,SensorID,SoilMoisture_pct,Evelation,latitude,Location,longitude,PlotType,Precision_m,descrip,plot,_generic_id,Coords,Description
61,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,32.91031120324577,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_D86B,32.91031120324577,929.0,-25.1682852,Sensor 4_ d86b,29.4174856,Butternut_plot15,3.8,Sensor 4 d86b,,61,"{""type"":""Point"",""coordinates"":[29.4174856,-25.1682852]}",
62,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,14.01837269527532,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_D86B,14.01837269527532,929.0,-25.1682852,Sensor 4_ d86b,29.4174856,Butternut_plot15,3.8,Sensor 4 d86b,,62,"{""type"":""Point"",""coordinates"":[29.4174856,-25.1682852]}",
63,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-12-02,16.97080775915879,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_FDFD,16.97080775915879,929.0,-25.1680867,Sensor 2_Fdfd,29.417485,Butternut_plot15,4.2,Butternut sensor 2,,63,"{""type"":""Point"",""coordinates"":[29.417485,-25.1680867]}",
64,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-11-29,16.83573421657099,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_FDFD,16.83573421657099,929.0,-25.1680867,Sensor 2_Fdfd,29.417485,Butternut_plot15,4.2,Butternut sensor 2,,64,"{""type"":""Point"",""coordinates"":[29.417485,-25.1680867]}",
65,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-27,11.11798371217593,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_FDFD,11.11798371217593,929.0,-25.1680867,Sensor 2_Fdfd,29.417485,Butternut_plot15,4.2,Butternut sensor 2,,65,"{""type"":""Point"",""coordinates"":[29.417485,-25.1680867]}",
66,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,11.5666885206255,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_FDFD,11.5666885206255,929.0,-25.1680867,Sensor 2_Fdfd,29.417485,Butternut_plot15,4.2,Butternut sensor 2,,66,"{""type"":""Point"",""coordinates"":[29.417485,-25.1680867]}",
67,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-22,12.1469040782115,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_FDFD,12.1469040782115,929.0,-25.1680867,Sensor 2_Fdfd,29.417485,Butternut_plot15,4.2,Butternut sensor 2,,67,"{""type"":""Point"",""coordinates"":[29.417485,-25.1680867]}",
68,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,11.8417133288923,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_FDFD,11.8417133288923,929.0,-25.1680867,Sensor 2_Fdfd,29.417485,Butternut_plot15,4.2,Butternut sensor 2,,68,"{""type"":""Point"",""coordinates"":[29.417485,-25.1680867]}",
69,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,10.02985937337797,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_FDFD,10.02985937337797,929.0,-25.1680867,Sensor 2_Fdfd,29.417485,Butternut_plot15,4.2,Butternut sensor 2,,69,"{""type"":""Point"",""coordinates"":[29.417485,-25.1680867]}",
70,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-12-02,15.484180781236,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_229E,15.484180781236,920.5,-25.1682811,Sensor 14_229e,29.4180382,Butternut_plot15,4.825,Sensor 14 butternut field ,,70,"{""type"":""Point"",""coordinates"":[29.4180382,-25.1682811]}",
71,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-11-29,15.21607455084383,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_229E,15.21607455084383,920.5,-25.1682811,Sensor 14_229e,29.4180382,Butternut_plot15,4.825,Sensor 14 butternut field ,,71,"{""type"":""Point"",""coordinates"":[29.4180382,-25.1682811]}",
72,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-27,23.848811131443,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_229E,23.848811131443,920.5,-25.1682811,Sensor 14_229e,29.4180382,Butternut_plot15,4.825,Sensor 14 butternut field ,,72,"{""type"":""Point"",""coordinates"":[29.4180382,-25.1682811]}",
73,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,31.09354846560045,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_229E,31.09354846560045,920.5,-25.1682811,Sensor 14_229e,29.4180382,Butternut_plot15,4.825,Sensor 14 butternut field ,,73,"{""type"":""Point"",""coordinates"":[29.4180382,-25.1682811]}",
74,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-22,33.10085067978878,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_229E,33.10085067978878,920.5,-25.1682811,Sensor 14_229e,29.4180382,Butternut_plot15,4.825,Sensor 14 butternut field ,,74,"{""type"":""Point"",""coordinates"":[29.4180382,-25.1682811]}",
75,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,31.98095446596793,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_229E,31.98095446596793,920.5,-25.1682811,Sensor 14_229e,29.4180382,Butternut_plot15,4.825,Sensor 14 butternut field ,,75,"{""type"":""Point"",""coordinates"":[29.4180382,-25.1682811]}",
76,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,9.330427248295708,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_229E,9.330427248295708,920.5,-25.1682811,Sensor 14_229e,29.4180382,Butternut_plot15,4.825,Sensor 14 butternut field ,,76,"{""type"":""Point"",""coordinates"":[29.4180382,-25.1682811]}",
77,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,24.71781699703686,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_4784,24.71781699703686,929.0,-25.1683645,Sensor 5_ 4784,29.4175123,Butternut_plot15,3.4,Sensor 5 butternut field ,,77,"{""type"":""Point"",""coordinates"":[29.4175123,-25.1683645]}",
78,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-22,25.1846378715724,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_4784,25.1846378715724,929.0,-25.1683645,Sensor 5_ 4784,29.4175123,Butternut_plot15,3.4,Sensor 5 butternut field ,,78,"{""type"":""Point"",""coordinates"":[29.4175123,-25.1683645]}",
79,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,24.27494699514434,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_4784,24.27494699514434,929.0,-25.1683645,Sensor 5_ 4784,29.4175123,Butternut_plot15,3.4,Sensor 5 butternut field ,,79,"{""type"":""Point"",""coordinates"":[29.4175123,-25.1683645]}",
80,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,18.67967681350702,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_4784,18.67967681350702,929.0,-25.1683645,Sensor 5_ 4784,29.4175123,Butternut_plot15,3.4,Sensor 5 butternut field ,,80,"{""type"":""Point"",""coordinates"":[29.4175123,-25.1683645]}",
81,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-12-02,15.43376195459963,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_26AE,15.43376195459963,914.5,-25.1682304,Sensor 8_26ae,29.4178351,Butternut_plot15,3.65,Sensor 8 butternut field ,,81,"{""type"":""Point"",""coordinates"":[29.4178351,-25.1682304]}",
82,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-11-29,15.23954671708076,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_26AE,15.23954671708076,914.5,-25.1682304,Sensor 8_26ae,29.4178351,Butternut_plot15,3.65,Sensor 8 butternut field ,,82,"{""type"":""Point"",""coordinates"":[29.4178351,-25.1682304]}",
83,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-27,17.32952334667128,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_26AE,17.32952334667128,914.5,-25.1682304,Sensor 8_26ae,29.4178351,Butternut_plot15,3.65,Sensor 8 butternut field ,,83,"{""type"":""Point"",""coordinates"":[29.4178351,-25.1682304]}",
84,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,12.62379853711892,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_26AE,12.62379853711892,914.5,-25.1682304,Sensor 8_26ae,29.4178351,Butternut_plot15,3.65,Sensor 8 butternut field ,,84,"{""type"":""Point"",""coordinates"":[29.4178351,-25.1682304]}",
85,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-22,13.10720298865896,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_26AE,13.10720298865896,914.5,-25.1682304,Sensor 8_26ae,29.4178351,Butternut_plot15,3.65,Sensor 8 butternut field ,,85,"{""type"":""Point"",""coordinates"":[29.4178351,-25.1682304]}",
86,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,14.35613167081756,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_26AE,14.35613167081756,914.5,-25.1682304,Sensor 8_26ae,29.4178351,Butternut_plot15,3.65,Sensor 8 butternut field ,,86,"{""type"":""Point"",""coordinates"":[29.4178351,-25.1682304]}",
87,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,8.252795254993957,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_26AE,8.252795254993957,914.5,-25.1682304,Sensor 8_26ae,29.4178351,Butternut_plot15,3.65,Sensor 8 butternut field ,,87,"{""type"":""Point"",""coordinates"":[29.4178351,-25.1682304]}",
88,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-12-02,13.15275883723454,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_9943,13.15275883723454,930.0999755859375,-25.1681068,Sensor 20_9943,29.4182483,Butternut_plot15,4.3,Sensor 20 butternut field ,,88,"{""type"":""Point"",""coordinates"":[29.4182483,-25.1681068]}",
89,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-11-29,13.78321131127531,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_9943,13.78321131127531,930.0999755859375,-25.1681068,Sensor 20_9943,29.4182483,Butternut_plot15,4.3,Sensor 20 butternut field ,,89,"{""type"":""Point"",""coordinates"":[29.4182483,-25.1681068]}",
90,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-27,14.72013077794806,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_9943,14.72013077794806,930.0999755859375,-25.1681068,Sensor 20_9943,29.4182483,Butternut_plot15,4.3,Sensor 20 butternut field ,,90,"{""type"":""Point"",""coordinates"":[29.4182483,-25.1681068]}",
91,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,17.25706768080513,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_9943,17.25706768080513,930.0999755859375,-25.1681068,Sensor 20_9943,29.4182483,Butternut_plot15,4.3,Sensor 20 butternut field ,,91,"{""type"":""Point"",""coordinates"":[29.4182483,-25.1681068]}",
92,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-22,36.89497258023081,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_9943,36.89497258023081,930.0999755859375,-25.1681068,Sensor 20_9943,29.4182483,Butternut_plot15,4.3,Sensor 20 butternut field ,,92,"{""type"":""Point"",""coordinates"":[29.4182483,-25.1681068]}",
93,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,35.47879526393742,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_9943,35.47879526393742,930.0999755859375,-25.1681068,Sensor 20_9943,29.4182483,Butternut_plot15,4.3,Sensor 20 butternut field ,,93,"{""type"":""Point"",""coordinates"":[29.4182483,-25.1681068]}",
94,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,9.093363076732238,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_9943,9.093363076732238,930.0999755859375,-25.1681068,Sensor 20_9943,29.4182483,Butternut_plot15,4.3,Sensor 20 butternut field ,,94,"{""type"":""Point"",""coordinates"":[29.4182483,-25.1681068]}",
95,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-12-02,14.72013077794806,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5DA2,14.72013077794806,919.7,-25.1681884,Sensor 19_5da2,29.4182051,Butternut_plot15,4.0,Sensor 19 butternut field ,,95,"{""type"":""Point"",""coordinates"":[29.4182051,-25.1681884]}",
96,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-11-29,14.3827106774332,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5DA2,14.3827106774332,919.7,-25.1681884,Sensor 19_5da2,29.4182051,Butternut_plot15,4.0,Sensor 19 butternut field ,,96,"{""type"":""Point"",""coordinates"":[29.4182051,-25.1681884]}",
97,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-27,13.53275775908037,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5DA2,13.53275775908037,919.7,-25.1681884,Sensor 19_5da2,29.4182051,Butternut_plot15,4.0,Sensor 19 butternut field ,,97,"{""type"":""Point"",""coordinates"":[29.4182051,-25.1681884]}",
98,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,15.67617510063754,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5DA2,15.67617510063754,919.7,-25.1681884,Sensor 19_5da2,29.4182051,Butternut_plot15,4.0,Sensor 19 butternut field ,,98,"{""type"":""Point"",""coordinates"":[29.4182051,-25.1681884]}",
99,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-22,17.64230904170957,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5DA2,17.64230904170957,919.7,-25.1681884,Sensor 19_5da2,29.4182051,Butternut_plot15,4.0,Sensor 19 butternut field ,,99,"{""type"":""Point"",""coordinates"":[29.4182051,-25.1681884]}",
100,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,17.38165055301096,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5DA2,17.38165055301096,919.7,-25.1681884,Sensor 19_5da2,29.4182051,Butternut_plot15,4.0,Sensor 19 butternut field ,,100,"{""type"":""Point"",""coordinates"":[29.4182051,-25.1681884]}",
101,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-18,11.69989132342596,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5DA2,11.69989132342596,919.7,-25.1681884,Sensor 19_5da2,29.4182051,Butternut_plot15,4.0,Sensor 19 butternut field ,,101,"{""type"":""Point"",""coordinates"":[29.4182051,-25.1681884]}",
102,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,8.211656766407264,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5DA2,8.211656766407264,919.7,-25.1681884,Sensor 19_5da2,29.4182051,Butternut_plot15,4.0,Sensor 19 butternut field ,,102,"{""type"":""Point"",""coordinates"":[29.4182051,-25.1681884]}",
103,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-12-02,15.56127950751255,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5051,15.56127950751255,916.6,-25.1683939,Sensor 6_5051 ,29.4177766,Butternut_plot15,3.85,Sensor 6 butternut field ,,103,"{""type"":""Point"",""coordinates"":[29.4177766,-25.1683939]}",
104,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-27,15.74837264055251,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5051,15.74837264055251,916.6,-25.1683939,Sensor 6_5051 ,29.4177766,Butternut_plot15,3.85,Sensor 6 butternut field ,,104,"{""type"":""Point"",""coordinates"":[29.4177766,-25.1683939]}",
105,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,17.17602753135179,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5051,17.17602753135179,916.6,-25.1683939,Sensor 6_5051 ,29.4177766,Butternut_plot15,3.85,Sensor 6 butternut field ,,105,"{""type"":""Point"",""coordinates"":[29.4177766,-25.1683939]}",
106,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-22,19.86211593094074,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5051,19.86211593094074,916.6,-25.1683939,Sensor 6_5051 ,29.4177766,Butternut_plot15,3.85,Sensor 6 butternut field ,,106,"{""type"":""Point"",""coordinates"":[29.4177766,-25.1683939]}",
107,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,19.55470500076627,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5051,19.55470500076627,916.6,-25.1683939,Sensor 6_5051 ,29.4177766,Butternut_plot15,3.85,Sensor 6 butternut field ,,107,"{""type"":""Point"",""coordinates"":[29.4177766,-25.1683939]}",
108,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,10.27451318135045,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Plot 15 sensors,_5051,10.27451318135045,916.6,-25.1683939,Sensor 6_5051 ,29.4177766,Butternut_plot15,3.85,Sensor 6 butternut field ,,108,"{""type"":""Point"",""coordinates"":[29.4177766,-25.1683939]}",
109,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-27,10.97329114915691,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_D4BC,10.97329114915691,930.7000122070312,-25.1668583,Sensor D4bc,29.4162917,Maize_plot15,4.9,,Maize plot 15,109,"{""type"":""Point"",""coordinates"":[29.4162917,-25.1668583]}",
110,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,15.94625445076605,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_D4BC,15.94625445076605,930.7000122070312,-25.1668583,Sensor D4bc,29.4162917,Maize_plot15,4.9,,Maize plot 15,110,"{""type"":""Point"",""coordinates"":[29.4162917,-25.1668583]}",
111,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,16.18686812357735,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_D4BC,16.18686812357735,930.7000122070312,-25.1668583,Sensor D4bc,29.4162917,Maize_plot15,4.9,,Maize plot 15,111,"{""type"":""Point"",""coordinates"":[29.4162917,-25.1668583]}",
112,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,13.74469026564439,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_D4BC,13.74469026564439,930.7000122070312,-25.1668583,Sensor D4bc,29.4162917,Maize_plot15,4.9,,Maize plot 15,112,"{""type"":""Point"",""coordinates"":[29.4162917,-25.1668583]}",
113,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-27,9.301063965008666,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_855B,9.301063965008666,912.0,-25.16711,Sensor 855b,29.4168617,Maize_plot15,4.65,,Maize plot 15,113,"{""type"":""Point"",""coordinates"":[29.4168617,-25.16711]}",
114,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,15.97545926692575,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_855B,15.97545926692575,912.0,-25.16711,Sensor 855b,29.4168617,Maize_plot15,4.65,,Maize plot 15,114,"{""type"":""Point"",""coordinates"":[29.4168617,-25.16711]}",
115,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-22,16.58025767961893,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_855B,16.58025767961893,912.0,-25.16711,Sensor 855b,29.4168617,Maize_plot15,4.65,,Maize plot 15,115,"{""type"":""Point"",""coordinates"":[29.4168617,-25.16711]}",
116,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,16.41129560367594,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_855B,16.41129560367594,912.0,-25.16711,Sensor 855b,29.4168617,Maize_plot15,4.65,,Maize plot 15,116,"{""type"":""Point"",""coordinates"":[29.4168617,-25.16711]}",
117,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-17,12.14994477953363,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_855B,12.14994477953363,912.0,-25.16711,Sensor 855b,29.4168617,Maize_plot15,4.65,,Maize plot 15,117,"{""type"":""Point"",""coordinates"":[29.4168617,-25.16711]}",
118,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-12-02,14.48062478111719,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_BC18,14.48062478111719,910.4,-25.167355,Sensor bc18,29.41731,Maize_plot15,4.8,,Maize plot 15,118,"{""type"":""Point"",""coordinates"":[29.41731,-25.167355]}",
119,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-11-29,14.46056538981551,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_BC18,14.46056538981551,910.4,-25.167355,Sensor bc18,29.41731,Maize_plot15,4.8,,Maize plot 15,119,"{""type"":""Point"",""coordinates"":[29.41731,-25.167355]}",
120,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-27,12.21938574291645,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_BC18,12.21938574291645,910.4,-25.167355,Sensor bc18,29.41731,Maize_plot15,4.8,,Maize plot 15,120,"{""type"":""Point"",""coordinates"":[29.41731,-25.167355]}",
121,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-24,13.16562127338862,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_BC18,13.16562127338862,910.4,-25.167355,Sensor bc18,29.41731,Maize_plot15,4.8,,Maize plot 15,121,"{""type"":""Point"",""coordinates"":[29.41731,-25.167355]}",
122,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-22,13.34157473723175,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_BC18,13.34157473723175,910.4,-25.167355,Sensor bc18,29.41731,Maize_plot15,4.8,,Maize plot 15,122,"{""type"":""Point"",""coordinates"":[29.41731,-25.167355]}",
123,South Africa,Irrigation scheme - Herefored,Soil moisture,%,26,2025-10-21,13.96555067660637,SoilMoisture_pct,Soil moisture,5fa7b6aa-d339-44e7-b0e3-5eedcc2eea47,Maize Plot 15,_BC18,13.96555067660637,910.4,-25.167355,Sensor bc18,29.41731,Maize_plot15,4.8,,Maize plot 15,123,"{""type"":""Point"",""coordinates"":[29.41731,-25.167355]}",
